Округ,Ближайшая станция метро,Время до метро,Метро рядом,Застройщик,ЖК,Класс,Тип квартиры,Этаж,Этажей в доме,Отделка,Количество комнат,Площадь квартиры,Жилая площадь,Площадь кухни,Тип дома,Парковка,Год сдачи,Цена
 НАО (Новомосковский),Бунинская аллея,5,3,,«Бунинские кварталы»,,квартира,4,17,Без отделки,1,37.9,13.4,12.4,,,2025,7 909 730
 ВАО,Измайлово,4,3,ПИК,«Амурский парк»,Комфорт,Студия,22,33,Чистовая,,25.4,12.4,6.4,Монолитный,"Подземная, гостевая",2025,7 911 693
 ВАО,Черкизовская,5,3,ПИК,«Лосиноостровский парк»,Комфорт,Студия,20,33,Чистовая,,23.7,11.6,6.0,Монолитный,Гостевая,2023,7 968 627
 ЗАО,Юго-Западная,4,3,ПИК,«Мичуринский парк»,Комфорт,Студия,15,21,Предчистовая,,23.7,11.5,6.1,Монолитный,"Подземная, гостевая",2024,7 942 296
 ЗАО,Раменки,3,3,ПИК,«Большая Очаковская 2»,Комфорт,Студия,2,33,Чистовая,,24.1,11.3,6.2,Монолитный,"Подземная, гостевая",2025,7 946 363
,,,0,,,,,,,,,,,,,,,
 САО,Селигерская,10,3,Level Group,«Level Селигерская»,Комфорт,Студия,11,33,Без отделки,,21.8,11.0,3.4,Монолитный,Подземная,2024,8 043 878
 НАО (Новомосковский),Филатов Луг,4,3,А101,«Прокшино»,Бизнес,Студия,10,12,Без отделки,,24.0,13.5,3.4,Монолитный,"Подземная, гостевая",2024,8 026 686
 СЗАО,Митино,4,3,ГК МИЦ,«Сити-комплекс Перец»,Бизнес,апартаменты,24,28,Чистовая,2,46.3,13.6,,Монолитный,Гостевая,2023,8 023 225
 НАО (Новомосковский),Тропарёво,5,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,Апартаменты-студия,12,15,Без отделки,,24.61,14.1,,"Монолитно-кирпичный, монолитный",Гостевая,2025,8 007 896
 НАО (Новомосковский),Ольховая,14,3,Новые Ватутинки,«Новые Ватутинки. Микрорайон Центральный»,Комфорт,квартира,8,14,Чистовая,1,31.5,14.8,,"Панельный, монолитный","Отдельная многоуровневая, гостевая",2024,8 120 574
 ЮВАО,Волгоградский проспект,2,3,ПИК,«Первый Дубровский»,Комфорт,Студия,22,28,Чистовая,,20.0,9.8,5.1,Монолитный,Подземная,2025,8 146 660
 ЗАО,Мичуринский проспект,3,3,ПИК,«Матвеевский парк»,Комфорт,Студия,32,34,Чистовая,,21.9,10.4,5.7,Монолитный,"Подземная, гостевая",2024,8 111 037
 ЮВАО,Волгоградский проспект,4,3,MR Group,«Метрополия»,Бизнес,Апартаменты-студия,29,30,Предчистовая,,24.4,,16.5,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024,8 064 606
 ЮВАО,Лефортово,13,2,ПИК,«Красноказарменная 15»,Комфорт,Студия,2,26,Чистовая,,20.4,10.8,3.9,Монолитный,"Подземная, гостевая",2025,8 216 630
 ЮАО,Нагатинская,4,3,ПИК,«Второй Нагатинский»,Комфорт,Студия,21,33,Чистовая,,23.7,11.6,6.0,Монолитный,"Подземная, гостевая",2025,8 186 454
,,,0,,,,,,,,,,,,,,,
 НАО (Новомосковский),Бунинская аллея,5,3,,«Бунинские кварталы»,,квартира,4,17,Без отделки,2,37.7,10.4,16.9,,,2025,8 275 150
 ЮВАО,Пролетарская,4,3,Колди (Coldy),«N’ice Loft»,Бизнес,Апартаменты-студия,3,21,Без отделки,,23.46,,,Монолитно-кирпичный,Подземная,2024,8 296 159
 САО,Селигерская,10,3,Level Group,«Level Селигерская»,Комфорт,Студия,15,30,Без отделки,,28.7,14.3,3.7,Монолитный,Подземная,2024,8 392 310
 СВАО,Бутырская,8,3,ПИК,«Руставели 14»,Комфорт,Студия,15,23,Чистовая,,19.9,9.8,5.0,"Панельный, монолитный","Подземная, гостевая",2025,8 393 342
 ЮВАО,Угрешская,2,3,Level Group,«Level Южнопортовая»,Комфорт,Студия,2,18,Без отделки,,22.3,12.4,4.2,Монолитный,Подземная,2025,8 426 777
 ЮЗАО,Новые Черёмушки,11,3,ГК Основа,«Nametkin Tower (Наметкин Тауэр)»,Бизнес,Апартаменты-студия,18,29,Чистовая,,24.1,16.4,2.7,Монолитный,Подземная,2025,8 473 560
 НАО (Новомосковский),Филатов Луг,4,3,А101,«Прокшино»,Бизнес,Студия,10,15,Чистовая,,23.7,12.3,3.8,Монолитный,"Подземная, гостевая",2024,8 438 233
 СЗАО,Спартак,5,3,ГК ФСК,«Движение.Тушино»,Комфорт,Апартаменты-студия,14,22,Без отделки,,27.4,15.2,,Монолитный,"Подземная, гостевая",2022,8 430 668
 ВАО,Бульвар Рокоссовского,3,3,ПИК,«Открытый парк»,Комфорт,квартира,7,33,Чистовая,1,32.3,9.5,14.7,Монолитный,"Отдельная многоуровневая, гостевая",2024,8 433 045
 ЮАО,Красный Строитель,5,3,ПИК,«Ютаново»,Комфорт,квартира,10,33,Чистовая,1,32.35,9.4,16.4,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025,8 413 426
 ЮАО,Красный Строитель,3,3,ПИК,«Ютаново»,Комфорт,квартира,2,33,Чистовая,1,32.3,9.4,16.4,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025,8 449 357
 ЗелАО,Пятницкое шоссе,31,2,ПИК,«Зелёный парк»,Комфорт,квартира,2,25,Чистовая,1,40.1,15.7,16.5,Панельный,"Отдельная многоуровневая, гостевая",2024,8 489 009
 ЗАО,Аминьевская,3,3,ПИК,«Матвеевский парк»,Комфорт,Студия,33,33,Чистовая,,20.3,9.8,5.1,Монолитный,"Подземная, гостевая",2023,8 496 443
 САО,Марк,4,3,ПИК,«Дмитровский парк»,Комфорт,Студия,33,33,Чистовая,,20.11,12.2,2.7,Монолитный,"Подземная, гостевая",2023,8 426 709
 НАО (Новомосковский),Филатов Луг,5,3,ПИК,«Саларьево парк»,Комфорт,квартира,2,14,Чистовая,1,32.3,9.4,14.7,Монолитный,"Подземная, гостевая",2025,8 433 045
 НАО (Новомосковский),Тропарёво,5,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,Апартаменты-студия,4,15,Чистовая,,26.83,14.0,,"Монолитно-кирпичный, монолитный",Гостевая,2025,8 497 649
 ЮВАО,Волгоградский проспект,5,3,ПИК,«Первый Дубровский»,Комфорт,Студия,2,38,Чистовая,,23.7,11.6,6.0,Монолитный,Подземная,2025,8 531 146
 ЗАО,Мичуринский проспект,4,2,ПИК,«Vangarden (Вангарден)»,Бизнес,Студия,2,21,Предчистовая,,22.11,11.1,5.1,Монолитный,"Подземная, гостевая",2024,8 508 149
 НАО (Новомосковский),Тропарёво,5,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,Апартаменты-студия,12,15,Чистовая,,26.46,15.9,,"Монолитно-кирпичный, монолитный",Гостевая,2025,8 532 378
 НАО (Новомосковский),Бунинская аллея,5,3,,«Бунинские кварталы»,,квартира,8,9,Предчистовая,1,36.2,13.6,10.5,,,2025,8 619 492
 НАО (Новомосковский),Тропарёво,5,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,апартаменты,2,15,Чистовая,1,36.62,11.9,11.3,"Монолитно-кирпичный, монолитный",Гостевая,2025,8 550 146
 НАО (Новомосковский),Бунинская аллея,5,3,,«Бунинские кварталы»,,квартира,14,17,Предчистовая,1,33.4,12.2,9.4,,,2025,8 726 502
 СЗАО,Октябрьское поле,3,3,РГ-Девелопмент,«Октябрьское поле»,Комфорт,Студия,14,27,Чистовая,,24.1,11.8,5.3,"Панельный, монолитный","Подземная, гостевая",2024,8 661 540
 НАО (Новомосковский),Ольховая,9,3,Новые Ватутинки,«Новые Ватутинки. Десна»,Комфорт,квартира,14,14,Чистовая,1,37.2,17.7,,"Панельный, монолитный","Подземная, гостевая",2022,8 797 800
 ЮЗАО,Бульвар Адмирала Ушакова,4,3,А101,«Южные сады»,Комфорт,Студия,17,30,Предчистовая,,28.7,15.3,5.9,Монолитный,"Подземная, гостевая",2025,8 800 507
 САО,Водники,12,3,ДСК-1,«Первый Ленинградский»,Комфорт,Студия,12,15,Чистовая,,27.9,11.3,,Панельный,"Отдельная многоуровневая, гостевая",2023,8 877 780
 САО,Сходненская,5,3,ПИК,«Кронштадтский 9»,Бизнес,Студия,3,21,Предчистовая,,23.2,10.8,5.5,Монолитный,"Подземная, гостевая",2024,8 845 580
 СЗАО,Хорошёво,3,3,ГК МИЦ,«Вереск»,Бизнес,Студия,2,21,Без отделки,,19.3,11.8,2.5,Монолитный,"Подземная, гостевая",2023,8 825 842
 ЮАО,Царицыно,3,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,27,33,Чистовая,1,36.0,11.1,17.3,Монолитный,"Подземная, отдельная многоуровневая",2025,8 895 154
 НАО (Новомосковский),Филатов Луг,13,3,ПИК,«Середневский лес»,Комфорт,квартира,2,14,Чистовая,2,50.7,24.6,16.5,Панельный,Гостевая,2024,8 807 604
