Округ,Ближайшая станция метро,Время до метро,Метро рядом,Застройщик,ЖК,Класс,Тип квартиры,Этаж,Этажей в доме,Отделка,Количество комнат,Площадь квартиры,Жилая площадь,Площадь кухни,Тип дома,Парковка,Год сдачи,Цена,Цена за 1 кв.м
 ЮВАО,Пролетарская,4.0,3,Колди (Coldy),«N’ice Loft»,Бизнес,Апартаменты-студия,3.0,21.0,Без отделки,2.0,23.46,20.333629300776895,11.724697336561748,Монолитно-кирпичный,Подземная,2024.0,8296159,353629.9658994032
 САО,Селигерская,10.0,3,Level Group,«Level Селигерская»,Комфорт,Студия,15.0,30.0,Без отделки,1.0,28.7,14.3,3.7,Монолитный,Подземная,2024.0,8392310,292414.9825783972
 СВАО,Бутырская,8.0,3,ПИК,«Руставели 14»,Комфорт,Студия,15.0,23.0,Чистовая,1.0,19.9,9.8,5.0,"Панельный, монолитный","Подземная, гостевая",2025.0,8393342,421775.9798994975
 ЮВАО,Угрешская,2.0,3,Level Group,«Level Южнопортовая»,Комфорт,Студия,2.0,18.0,Без отделки,1.0,22.3,12.4,4.2,Монолитный,Подземная,2025.0,8426777,377882.3766816143
 ЮЗАО,Новые Черёмушки,11.0,3,ГК Основа,«Nametkin Tower (Наметкин Тауэр)»,Бизнес,Апартаменты-студия,18.0,29.0,Чистовая,2.0,24.1,16.4,2.7,Монолитный,Подземная,2025.0,8473560,351600.0
 НАО (Новомосковский),Филатов Луг,4.0,3,А101,«Прокшино»,Бизнес,Студия,10.0,15.0,Чистовая,1.0,23.7,12.3,3.8,Монолитный,"Подземная, гостевая",2024.0,8438233,356043.5864978903
 СЗАО,Спартак,5.0,3,ГК ФСК,«Движение.Тушино»,Комфорт,Апартаменты-студия,14.0,22.0,Без отделки,2.0,27.4,15.2,11.724697336561748,Монолитный,"Подземная, гостевая",2022.0,8430668,307688.61313868617
 ВАО,Бульвар Рокоссовского,3.0,3,ПИК,«Открытый парк»,Комфорт,квартира,7.0,33.0,Чистовая,1.0,32.3,9.5,14.7,Монолитный,"Отдельная многоуровневая, гостевая",2024.0,8433045,261084.98452012386
 ЮАО,Красный Строитель,5.0,3,ПИК,«Ютаново»,Комфорт,квартира,10.0,33.0,Чистовая,1.0,32.35,9.4,16.4,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025.0,8413426,260074.9922720247
 ЮАО,Красный Строитель,3.0,3,ПИК,«Ютаново»,Комфорт,квартира,2.0,33.0,Чистовая,1.0,32.3,9.4,16.4,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025.0,8449357,261590.00000000003
 ЗелАО,Пятницкое шоссе,31.0,2,ПИК,«Зелёный парк»,Комфорт,квартира,2.0,25.0,Чистовая,1.0,40.1,15.7,16.5,Панельный,"Отдельная многоуровневая, гостевая",2024.0,8489009,211695.98503740647
 ЗАО,Аминьевская,3.0,3,ПИК,«Матвеевский парк»,Комфорт,Студия,33.0,33.0,Чистовая,1.0,20.3,9.8,5.1,Монолитный,"Подземная, гостевая",2023.0,8496443,418543.99014778325
 НАО (Новомосковский),Филатов Луг,5.0,3,ПИК,«Саларьево парк»,Комфорт,квартира,2.0,14.0,Чистовая,1.0,32.3,9.4,14.7,Монолитный,"Подземная, гостевая",2025.0,8433045,261084.98452012386
 НАО (Новомосковский),Тропарёво,5.0,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,Апартаменты-студия,4.0,15.0,Чистовая,2.0,26.83,14.0,11.724697336561748,"Монолитно-кирпичный, монолитный",Гостевая,2025.0,8497649,316721.9157659337
 ЮВАО,Волгоградский проспект,5.0,3,ПИК,«Первый Дубровский»,Комфорт,Студия,2.0,38.0,Чистовая,1.0,23.7,11.6,6.0,Монолитный,Подземная,2025.0,8531146,359963.96624472574
 ЗАО,Мичуринский проспект,4.0,2,ПИК,«Vangarden (Вангарден)»,Бизнес,Студия,2.0,21.0,Предчистовая,1.0,22.11,11.1,5.1,Монолитный,"Подземная, гостевая",2024.0,8508149,384809.9954771597
 НАО (Новомосковский),Тропарёво,5.0,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,Апартаменты-студия,12.0,15.0,Чистовая,2.0,26.46,15.9,11.724697336561748,"Монолитно-кирпичный, монолитный",Гостевая,2025.0,8532378,322463.2653061224
 НАО (Новомосковский),Бунинская аллея,5.0,3,,«Бунинские кварталы»,,квартира,8.0,9.0,Предчистовая,1.0,36.2,13.6,10.5,,,2025.0,8619492,238107.51381215468
 НАО (Новомосковский),Тропарёво,5.0,3,ГК ФСК,«Движение.Говорово Апарт-комплекс»,Комфорт,апартаменты,2.0,15.0,Чистовая,1.0,36.62,11.9,11.3,"Монолитно-кирпичный, монолитный",Гостевая,2025.0,8550146,233482.96013107593
 НАО (Новомосковский),Бунинская аллея,5.0,3,,«Бунинские кварталы»,,квартира,14.0,17.0,Предчистовая,1.0,33.4,12.2,9.4,,,2025.0,8726502,261272.51497005988
 СЗАО,Октябрьское поле,3.0,3,РГ-Девелопмент,«Октябрьское поле»,Комфорт,Студия,14.0,27.0,Чистовая,1.0,24.1,11.8,5.3,"Панельный, монолитный","Подземная, гостевая",2024.0,8661540,359400.0
 НАО (Новомосковский),Ольховая,9.0,3,Новые Ватутинки,«Новые Ватутинки. Десна»,Комфорт,квартира,14.0,14.0,Чистовая,1.0,37.2,17.7,11.724697336561748,"Панельный, монолитный","Подземная, гостевая",2022.0,8797800,236499.99999999997
 ЮЗАО,Бульвар Адмирала Ушакова,4.0,3,А101,«Южные сады»,Комфорт,Студия,17.0,30.0,Предчистовая,1.0,28.7,15.3,5.9,Монолитный,"Подземная, гостевая",2025.0,8800507,306637.87456445995
 САО,Водники,12.0,3,ДСК-1,«Первый Ленинградский»,Комфорт,Студия,12.0,15.0,Чистовая,1.0,27.9,11.3,11.724697336561748,Панельный,"Отдельная многоуровневая, гостевая",2023.0,8877780,318200.0
 САО,Сходненская,5.0,3,ПИК,«Кронштадтский 9»,Бизнес,Студия,3.0,21.0,Предчистовая,1.0,23.2,10.8,5.5,Монолитный,"Подземная, гостевая",2024.0,8845580,381275.0
 СЗАО,Хорошёво,3.0,3,ГК МИЦ,«Вереск»,Бизнес,Студия,2.0,21.0,Без отделки,1.0,19.3,11.8,2.5,Монолитный,"Подземная, гостевая",2023.0,8825842,457297.51295336784
 ЮАО,Царицыно,3.0,3,ПИК,«Кавказский бульвар 51»,Комфорт,квартира,27.0,33.0,Чистовая,1.0,36.0,11.1,17.3,Монолитный,"Подземная, отдельная многоуровневая",2025.0,8895154,247087.61111111112
 НАО (Новомосковский),Филатов Луг,13.0,3,ПИК,«Середневский лес»,Комфорт,квартира,2.0,14.0,Чистовая,2.0,50.7,24.6,16.5,Панельный,Гостевая,2024.0,8807604,173720.0
 СЗАО,Трикотажная,4.0,3,СК Резиденс,«ÁLIA (АЛИЯ)»,Бизнес,Студия,2.0,22.0,Без отделки,1.0,24.5,20.333629300776895,11.724697336561748,Монолитно-кирпичный,"Подземная, гостевая",2025.0,8899135,363230.0
 НАО (Новомосковский),Улица Скобелевская,5.0,3,А101,«Скандинавия»,Комфорт,Студия,16.0,16.0,Предчистовая,1.0,23.7,8.9,6.8,"Монолитно-кирпичный, монолитный","Подземная, гостевая",2024.0,8945632,377452.8270042194
 СЗАО,Тушинская,4.0,3,ПИК,«Holland park (Холланд парк)»,Комфорт,Студия,22.0,24.0,Без отделки,1.0,22.5,10.2,5.5,Монолитный,"Подземная, гостевая",2024.0,8971830,398748.0
 ЗАО,Давыдково,5.0,3,ПИК,«Новое Очаково»,Комфорт,квартира,28.0,33.0,Предчистовая,1.0,31.4,10.4,12.9,Монолитный,"Подземная, гостевая",2024.0,8911634,283810.0
 ЮАО,Красный Строитель,5.0,3,ПИК,«Ютаново»,Комфорт,квартира,5.0,33.0,Чистовая,1.0,36.16,11.2,17.3,Монолитный,"Подземная, отдельная многоуровневая, гостевая",2025.0,8929531,246944.99446902657
 НАО (Новомосковский),Филатов Луг,13.0,3,ПИК,«Середневский лес»,Комфорт,квартира,2.0,9.0,Чистовая,2.0,50.69,24.7,16.5,Панельный,Гостевая,2025.0,8974816,177052.98875517855
 СЗАО,Стрешнево,8.0,2,ПИК,«Волоколамское 24»,Комфорт,Апартаменты-студия,28.0,28.0,Чистовая,2.0,26.6,13.6,6.4,Монолитно-кирпичный,"Подземная, гостевая",2023.0,8967870,337137.96992481203
 СЗАО,Стрешнево,8.0,2,ПИК,«Волоколамское 24»,Комфорт,Апартаменты-студия,27.0,28.0,Чистовая,2.0,28.1,13.9,8.2,Монолитно-кирпичный,"Подземная, гостевая",2023.0,8966710,319100.0
 НАО (Новомосковский),Саларьево,4.0,3,ПИК,«Саларьево парк»,Комфорт,квартира,2.0,14.0,Чистовая,1.0,34.5,15.7,10.7,Монолитный,"Подземная, гостевая",2025.0,8955165,259570.0
 СЗАО,Стрешнево,11.0,2,СЗ ПРОГРЕСС,«Комплекс апартаментов B’aires (Байрес)»,Бизнес,апартаменты,12.0,18.0,Без отделки,1.0,27.5,18.6,3.9,Монолитный,Подземная,2022.0,9061668,329515.2
 ЮВАО,Окская,9.0,3,ПИК,«Михайловский парк»,Комфорт,Студия,12.0,33.0,Чистовая,1.0,32.97,20.5,5.5,Монолитный,"Подземная, гостевая",2024.0,9060848,274820.9887776767
 САО,Водный стадион,3.0,3,РГ-Девелопмент,«Михалковский»,Комфорт,Студия,8.0,20.0,Без отделки,1.0,27.9,19.0,11.724697336561748,Монолитный,Подземная,2024.0,9095400,326000.0
 ВАО,Бульвар Рокоссовского,3.0,3,ПИК,«Открытый парк»,Комфорт,квартира,20.0,33.0,Чистовая,1.0,36.1,11.2,17.2,Монолитный,"Отдельная многоуровневая, гостевая",2024.0,9024097,249974.98614958447
 НАО (Новомосковский),Саларьево,4.0,3,ПИК,«Саларьево парк»,Комфорт,квартира,8.0,14.0,Чистовая,1.0,33.1,9.4,16.1,Монолитный,"Подземная, гостевая",2025.0,9039742,273103.98791540787
 НАО (Новомосковский),Ольховая,9.0,3,Новые Ватутинки,«Новые Ватутинки. Десна»,Комфорт,квартира,2.0,15.0,Чистовая,1.0,40.6,19.0,11.724697336561748,"Панельный, монолитный","Подземная, гостевая",2022.0,9185700,226248.7684729064
 ЮАО,Коломенская,3.0,3,Level Group,«Level Нагатинская (Левел Нагатинская)»,Бизнес,Студия,2.0,26.0,Без отделки,1.0,21.3,10.2,3.2,Монолитный,"Подземная, гостевая",2023.0,9109573,427679.4835680751
 НАО (Новомосковский),Улица Горчакова,6.0,3,,«Дзен-кварталы»,,квартира,3.0,10.0,Без отделки,2.0,40.6,12.2,18.0,,,2024.0,9121037,224656.08374384235
